Question	Number of Answers	Represents	Number of Terms	Number of Words	Type-Token Ratio	Root Type-Token Ratio (Guiraud's R)	Corrected Type-Token Ratio	Herdan’s C	Summer	Maas	Dugast	Yule's K	Yule's I	Herdan's VM	Simpson's D	Number of Terms Skipped	Number of Words Skipped	Type-Token Ratio Skipped	Root Type-Token Ratio (Guiraud's R) Skipped	Corrected Type-Token Ratio Skipped	Herdan’s C Skipped	Summer Skipped	Maas Skipped	Dugast Skipped	Yule's K Skipped	Yule's I Skipped	Herdan's VM Skipped	Simpson's D Skipped
6	2400	text-davinci-003 Average	34,992916666666666	45,05083333333334	0,8146833315060502	5,222681899026284	3,692993786781713	0,945027459121621	0,9576154036789342	0,014271052618039706	90,19883537127328	113,99797648927658	60,11835391578619	0,07435934458770098	0,011683429876578576	0	0	0	0	0	0	0	0	78	0	78	5	0
5	2400	gpt4 Total	6340	204091	0,031064574136047154	14,033866182294135	9,923441943764749	0,7160480955092238	0,8665884613528441	0,023224639582335834	43,05771878417345	146,03807115419357	0,06605771668178335	0,12021222144147854	0,014603878671140439	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	2400	gpt4 Average	61,83958333333333	85,03791666666666	0,7504343547501564	6,643472027569505	4,697644121317538	0,9338759126921345	0,9534563739394857	0,015108942082963574	72,35201123110176	139,35717897555756	40,651662006091215	0,09481937856812271	0,014140741843622351	0	0	0	0	0	0	0	0	17	0	17	2	0
6	2400	gpt4 Total	6088	210508	0,028920516084899386	13,269065601046197	9,382646266508917	0,7109306188548473	0,8638610912680669	0,02358348722023535	42,40255016832157	100,51426073057469	0,08317352807981848	0,0994581265181275	0,010051473821712254	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	2400	gpt4 Average	62,53125	87,71166666666667	0,7491550885856336	6,587624920426901	4,658154253147368	0,9330969019971534	0,9528860864407898	0,015201105401365015	76,23072009977848	103,0692524091665	52,733911181473694	0,07411174686422352	0,0104704765891538	0	0	0	0	0	0	0	0	51	0	51	5	0
5	3200	text-davinci-003 Total	3050	177211	0,01721112120579422	7,2452687788426715	5,123178685038829	0,6638670151549979	0,8356027815946049	0,027813843923345443	35,95331888522801	204,57556464826357	0,014475942520214363	0,14189901551077305	0,020457671907275793	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	3200	text-davinci-003 Average	41,2475	55,3784375	0,769630911077384	5,535585260136031	3,9142498752784833	0,9336561508310491	0,9503085020593859	0,01651813425865472	68,8207812597691	159,20968373835706	37,81068466608088	0,0973907876686733	0,01623712639696565	0	0	0	0	0	0	0	0	56	0	56	8	0
6	3200	text-davinci-003 Total	2817	143968	0,019566848188486332	7,424271772164998	5,2497529154697355	0,6687880900395501	0,8374352726468163	0,027886019377755384	35,86026339771168	159,5315180898168	0,023988876086843375	0,1249204155514388	0,01595326262015236	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	3200	text-davinci-003 Average	35,0	44,99	0,8150113852172989	5,224311327929119	3,694145967008388	0,9451025555951906	0,9576203754233186	0,014277395901297651	89,9310792052437	114,56386716154942	60,033826331595904	0,07447699227701703	0,011744129360555945	0	0	0	0	0	0	0	0	107	0	107	7	0
5	3200	gpt4 Total	7122	270264	0,026352011366663708	13,699599444997613	9,687079667097276	0,7092695494289755	0,8640226705311418	0,023245131391529873	43,01976113434157	146,70452425656325	0,047323558671904235	0,12055597253685327	0,014670506707790491	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	3200	gpt4 Average	61,546875	84,4575	0,751083814180155	6,63688405190658	4,692985719051985	0,9340194688885747	0,9535269748822741	0,0150926090278628	72,13511487634455	138,31229313373194	40,51043679771543	0,09443765066021946	0,014035105507290395	0	0	0	0	0	0	0	0	23	0	23	4	0
6	3200	gpt4 Total	6912	275588	0,02508091789192563	13,166598059825095	9,310190773259965	0,7057757378481446	0,8621530335289777	0,023487841826792165	42,57521859072287	100,42236675913155	0,06261861209076566	0,09950472026495182	0,010042273115355785	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	3200	gpt4 Average	61,59875	86,12125	0,7532815331530884	6,541434498831288	4,625492692811241	0,9341043144390316	0,9535038710391335	0,015023660708193377	76,96623284431503	102,17315204384334	53,2704211504131	0,07351807548796988	0,010382120733992051	0	0	0	0	0	0	0	0	84	0	84	6	0
