Question	Number of Answers	Represents	Number of Terms	Number of Words	Type-Token Ratio	Root Type-Token Ratio (Guiraud's R)	Corrected Type-Token Ratio	Herdan’s C	Summer	Maas	Dugast	Yule's K	Yule's I	Herdan's VM	Simpson's D	Number of Terms Skipped	Number of Words Skipped	Type-Token Ratio Skipped	Root Type-Token Ratio (Guiraud's R) Skipped	Corrected Type-Token Ratio Skipped	Herdan’s C Skipped	Summer Skipped	Maas Skipped	Dugast Skipped	Yule's K Skipped	Yule's I Skipped	Herdan's VM Skipped	Simpson's D Skipped
6	2400	text-davinci-003 Average	34.96041666666667	44.8825	0.8157350680871691	5.222893437783461	3.6931433672713867	0.9452898988102353	0.9577287850711135	0.014245665005641284	90.93101912526437	115.16257667395006	60.776538016152514	0.07488531146252751	0.011807777458082546	0	0	0	0	0	0	0	0	79	0	79	8	0
5	2400	gpt4 Total	6350	203910	0.031141189740571822	14.062238614553198	9.943504283013889	0.7162289774413464	0.866685483851811	0.02321152955237917	43.082038076956486	146.62291103536234	0.06611923964584678	0.12045627801382623	0.01466236300958797	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	2400	gpt4 Average	61.86333333333334	84.9625	0.7501636618013404	6.652057340159427	4.703714854068476	0.9338203530613691	0.9534201379917556	0.01512147903111019	72.2616439436466	139.16366682293892	40.55975123547295	0.09486008547142932	0.014120543532681301	0	0	0	0	0	0	0	0	12	0	12	2	0
6	2400	gpt4 Total	5895	206224	0.028585421677399334	12.981181024401018	9.179081130164095	0.7094925000137636	0.8629613009971913	0.02374063816718536	42.12186685791007	101.69006327269477	0.08031738525259	0.10002109847056699	0.0101690556379978	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	2400	gpt4 Average	61.395	85.92666666666666	0.7522464711414809	6.528983772763844	4.616688699978244	0.9337483367163872	0.9532294962190828	0.015107960190054807	76.71944598606635	103.21375977971402	52.930154806801234	0.07391639723522228	0.01048910214694686	0	0	0	0	0	0	0	0	64	0	64	4	0
5	3200	text-davinci-003 Total	3027	177934	0.017011925770229412	7.176008591583794	5.074204336961826	0.6630172834276766	0.8351111031448195	0.027874765020809846	35.874741876871504	205.90534639234772	0.01405150456752351	0.14235798048618495	0.02059065035995347	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	3200	text-davinci-003 Average	41.388125	55.604375	0.768403316903317	5.543474682811966	3.919828539552285	0.9333235235889314	0.9500753147864165	0.016593583378085218	68.29998940300605	160.39022103535657	37.2995882498399	0.09801195943592615	0.016356457325598237	0	0	0	0	0	0	0	0	50	0	50	8	0
6	3200	text-davinci-003 Total	2832	144479	0.01960146457270607	7.450593779686528	5.268365385482654	0.6690356382914588	0.837604393826296	0.027856867381679536	35.89779088576428	159.5259258147214	0.02407471051742105	0.12492560449301637	0.01595270299684736	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	3200	text-davinci-003 Average	35.128125	45.1496875	0.8155208552012442	5.234843022764192	3.701592999843656	0.9453516731683314	0.9578729190709875	0.014191343951192877	90.43285180193178	113.56602888025418	60.389326526953006	0.07428736305721197	0.011638903330209463	0	0	0	0	0	0	0	0	105	0	105	7	0
5	3200	gpt4 Total	7140	270572	0.026388539834129178	13.726404278458446	9.706033546606006	0.7094067663398473	0.8641041408431679	0.023232044666817442	43.04399437679758	146.19404077277187	0.04762052377879455	0.12034551893940452	0.01461945810895123	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5	3200	gpt4 Average	61.555625	84.55375	0.7507226774845235	6.634035066055849	4.690971181837422	0.9339172866435821	0.9534747480072275	0.01510741365771864	72.16605872075252	138.58541902709715	40.539441377396955	0.09453461820287233	0.014061070261255422	0	0	0	0	0	0	0	0	21	0	21	3	0
6	3200	gpt4 Total	6830	278118	0.02455792145779849	12.951085033956177	9.157800051234021	0.7043092116294213	0.8613701744281727	0.02358770643852486	42.39496547094294	100.74309797734338	0.05984346617260036	0.09965687386986607	0.01007434602101374	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6	3200	gpt4 Average	62.0340625	86.911875	0.751399525172409	6.55825390188753	4.637385806767817	0.9336369094754978	0.953227384798278	0.01510089650790698	76.49267382129817	102.50771913032482	52.94752428805743	0.07370610736173315	0.010413196845087753	0	0	0	0	0	0	0	0	85	0	85	7	0
